recipe_name|item_url|rank|cooldown_timer|station|vendor|gold|ingredient_names
Poncherello Chips|http://www.wizard101central.com/wiki/Snack:Poncherello_Chips|Apprentice Crafter|000:30:00|Basic Crafting Station|Desmond Fanshawe|900|[('1', 'Dark Sprite'), ('1', 'Glass Vial'), ('1', 'Black Coal')]
Raising Bran Cereal|http://www.wizard101central.com/wiki/Snack:Raising_Bran_Cereal|Initiate Crafter|002:10:00|Basic Crafting Station|Darina Bloodflame|1,200|[('1', 'Troll'), ('4', 'Simple Vial'), ('5', 'Black Coal')]
Rice Wispies Cereal|http://www.wizard101central.com/wiki/Snack:Rice_Wispies_Cereal|Initiate Crafter|002:10:00|Basic Crafting Station|Hamund Vittlecrafter|1,200|[('1', 'Imp'), ('1', 'Glass Vial'), ('4', 'Amethyst')]
Rock and Roll Candy|http://www.wizard101central.com/wiki/Snack:Rock_and_Roll_Candy|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('2', 'Dark Sprite'), ('4', 'Simple Vial'), ('9', 'Black Coal')]
Rock Candy|http://www.wizard101central.com/wiki/Snack:Rock_Candy|Novice Crafter|000:12:00|Basic Crafting Station|Jackie Whisperflame|750|[('2', 'Parchment'), ('1', 'Simple Vial'), ('2', 'Amethyst')]
Roly Poly Fishheads|http://www.wizard101central.com/wiki/Snack:Roly_Poly_Fishheads|Novice Crafter|002:10:00|Basic Crafting Station|Frode Silverscale|600|[('3', 'Satyr'), ('1', 'Sumo Koi'), ('3', 'Scales')]
Seafood Mocktail|http://www.wizard101central.com/wiki/Snack:Seafood_Mocktail|Novice Crafter|002:10:00|Basic Crafting Station|Frode Silverscale|450|[('2', 'Sap Health'), ('1', 'Cuddlefish'), ('3', 'Scales')]
Sizzle Smacks Cereal|http://www.wizard101central.com/wiki/Snack:Sizzle_Smacks_Cereal|Initiate Crafter|002:10:00|Basic Crafting Station|Hamund Vittlecrafter|1,200|[('1', 'Fire Elf'), ('1', 'Glass Vial'), ('4', 'Amethyst')]
Spicy Chips|http://www.wizard101central.com/wiki/Snack:Spicy_Chips|Novice Crafter|000:12:00|Basic Crafting Station|Jackie Whisperflame|750|[('2', 'Red Mandrake'), ('1', 'Simple Vial'), ('4', 'Black Coal')]
Spicy Popcorn|http://www.wizard101central.com/wiki/Snack:Spicy_Popcorn|Apprentice Crafter|000:30:00|Basic Crafting Station|Desmond Fanshawe|900|[('1', 'Fire Cat'), ('2', 'Simple Vial'), ('4', 'Amethyst')]
Sprinkle Cupcake|http://www.wizard101central.com/wiki/Snack:Sprinkle_Cupcake|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('2', 'Leprechaun'), ('7', 'Jade'), ('1', 'Ghost Fire')]
Star Cookie|http://www.wizard101central.com/wiki/Snack:Star_Cookie|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('1', 'Lightning Bats'), ('2', 'Simple Vial'), ('1', 'Glass Vial')]
Star Lollipop|http://www.wizard101central.com/wiki/Snack:Star_Lollipop|Novice Crafter|000:12:00|Basic Crafting Station|Shazz'am|750|[('5', 'Ore'), ('1', 'Simple Vial'), ('4', 'Black Coal')]
Sunflower Hearts|http://www.wizard101central.com/wiki/Snack:Sunflower_Hearts|Master Artisan|000:52:00|Basic Crafting Station|Hamund Vittlecrafter|2,000|[('2', 'Steal Health'), ('7', 'Sun Ray'), ('5', 'Perfect Ruby')]
Super Cold Popsicle|http://www.wizard101central.com/wiki/Snack:Super_Cold_Popsicle|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('1', 'Lightning Bats'), ('2', 'Simple Vial'), ('1', 'Glass Vial')]
Surfin Turf|http://www.wizard101central.com/wiki/Snack:Surfin%27_Turf|Novice Crafter|002:10:00|Basic Crafting Station|Frode Silverscale|600|[('2', 'Poison'), ('1', 'Boar Fish'), ('5', 'Water Lily')]
Swirled Lollipop|http://www.wizard101central.com/wiki/Snack:Swirled_Lollipop|Apprentice Crafter|000:30:00|Basic Crafting Station|Desmond Fanshawe|900|[('1', 'Scarab'), ('1', 'Glass Vial'), ('1', 'Shadow Oil')]
Taco|http://www.wizard101central.com/wiki/Snack:Taco|Novice Crafter|000:01:00|Basic Crafting Station|Jackie Whisperflame|450|[('3', 'Deep Mushroom'), ('1', 'Simple Vial'), ('1', 'Amethyst')]
Taco Town Special|http://www.wizard101central.com/wiki/Snack:Taco_Town_Special|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('2', 'Ghoul'), ('1', 'Glass Vial'), ('4', 'Shadow Oil')]
Todd Po Boys|http://www.wizard101central.com/wiki/Snack:Todd_Po%27_Boys|Apprentice Crafter|002:10:00|Basic Crafting Station|Frode Silverscale|600|[('3', 'Banshee'), ('1', 'Todd Pole'), ('3', 'Scales')]
Tomato Soup|http://www.wizard101central.com/wiki/Snack:Tomato_Soup|Novice Crafter|000:01:00|Basic Crafting Station|Jackie Whisperflame|450|[('3', 'Ore'), ('1', 'Simple Vial'), ('1', 'Amethyst')]
Angry Snowpig|http://www.wizard101central.com/wiki/Spell:Angry_Snowpig|Legendary Artisan Crafter|36:40|Card Crafting Station|Grady|12,000|[('10', 'Angry Snowpig'), ('120', 'Perfect Opal'), ('200', 'Simple Vial'), ('60', 'Shell'), ('40', 'Silver'), ('60', 'Scrap Iron'), ('50', 'Copper'), ('25', 'Amber')]
Athena Battle Sight|http://www.wizard101central.com/wiki/Spell:Athena_Battle_Sight|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|12,000|[('10', 'Athena Battle Sight'), ('120', 'Perfect Amethyst'), ('200', 'Ghost Fire'), ('60', 'Grendelweed'), ('40', 'Turquoise'), ('60', 'Scrap Iron'), ('40', 'Sunstone'), ('18', 'Amber')]
Brimstone Revenant|http://www.wizard101central.com/wiki/Spell:Brimstone_Revenant|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Master Yan Kan Kook|60,000|[('10', 'Brimstone Revenant'), ('100', 'Perfect Ruby'), ('200', 'Ghost Fire'), ('100', 'Diamond'), ('100', 'Bronze Gear'), ('50', 'Scrap Iron'), ('50', 'Sunstone'), ('12', 'Amber')]
Catalan|http://www.wizard101central.com/wiki/Spell:Catalan|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|60,000|[('6', 'Catalan'), ('100', 'Perfect Amethyst'), ('200', 'Ghost Fire'), ('100', 'Water Lily'), ('100', 'Bronze Gear'), ('50', 'Spring'), ('50', 'Sunstone'), ('12', 'Amber')]
Deer Knight|http://www.wizard101central.com/wiki/Spell:Deer_Knight|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|60,000|[('6', 'Deer Knight'), ('100', 'Perfect Onyx'), ('200', 'Ghost Fire'), ('100', 'Blood Moss'), ('100', 'Bone'), ('50', 'Spring'), ('50', 'Sunstone'), ('12', 'Amber')]
Goat Monk|http://www.wizard101central.com/wiki/Spell:Goat_Monk|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Master Yan Kan Kook|60,000|[('10', 'Goat Monk'), ('100', 'Perfect Jade'), ('200', 'Ghost Fire'), ('100', 'Grendelweed'), ('100', 'Fish Fin'), ('50', 'Spring'), ('50', 'Sunstone'), ('12', 'Amber')]
Grendels Amends|http://www.wizard101central.com/wiki/Spell:Grendel%27s_Amends|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|12,000|"[('10', ""Grendel's Amends""), ('120', 'Perfect Jade'), ('200', 'Perfect Sapphire'), ('60', 'Shell'), ('50', 'Flying Squid Ink'), ('150', 'Diamond'), ('220', 'Cat Tail'), ('25', 'Amber')]"
Hammer of Thor|http://www.wizard101central.com/wiki/Spell:Hammer_of_Thor|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|12,000|[('10', 'Hammer of Thor'), ('120', 'Perfect Amethyst'), ('200', 'Simple Vial'), ('60', 'Comet Tail'), ('40', 'Silver'), ('60', 'Scrap Iron'), ('50', 'Sunstone'), ('25', 'Amber')]
Handsome Fomori|http://www.wizard101central.com/wiki/Spell:Handsome_Fomori|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|60,000|[('6', 'Handsome Fomori'), ('100', 'Perfect Sapphire'), ('200', 'Ghost Fire'), ('100', 'Diamond'), ('100', 'Spider Silk'), ('50', 'Spring'), ('50', 'Sunstone'), ('12', 'Amber')]
Hephaestus|http://www.wizard101central.com/wiki/Spell:Hephaestus|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|12,000|[('10', 'Hephaestus'), ('120', 'Perfect Ruby'), ('200', 'Ghost Fire'), ('60', 'Black Pearl'), ('120', 'Black Coal'), ('60', 'Astral Shard'), ('60', 'Sunstone'), ('18', 'Amber')]
Keeper of the Flame|http://www.wizard101central.com/wiki/Spell:Keeper_of_the_Flame|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Master Yan Kan Kook|60,000|[('10', 'Keeper of the Flame'), ('100', 'Perfect Peridot'), ('200', 'Ghost Fire'), ('100', 'Blood Moss'), ('100', 'Spider Silk'), ('50', 'Scrap Iron'), ('50', 'Sunstone'), ('12', 'Amber')]
Krampus (Spell)|http://www.wizard101central.com/wiki/Spell:Krampus|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Master Yan Kan Kook|10,000|[('6', 'Krampus'), ('100', 'Perfect Ruby'), ('200', 'Ghost Fire'), ('50', 'Black Pearl'), ('100', 'Black Coal'), ('50', 'Astral Shard'), ('50', 'Sunstone'), ('12', 'Amber')]
Lord of Night|http://www.wizard101central.com/wiki/Spell:Lord_of_Night|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|60,000|[('6', 'Lord of Night'), ('100', 'Perfect Onyx'), ('200', 'Ghost Fire'), ('50', 'Nightshade'), ('25', 'Turquoise'), ('50', 'Scrap Iron'), ('25', 'Sunstone'), ('12', 'Amber')]
Loremaster (Spell)|http://www.wizard101central.com/wiki/Spell:Loremaster|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|10,000|[('7', 'Loremaster'), ('100', 'Perfect Citrine'), ('200', 'Ghost Fire'), ('50', 'Agave Nectar'), ('100', 'Ancient Scroll'), ('50', 'Astral Shard'), ('50', 'Sunstone'), ('12', 'Amber')]
Luminous Weaver|http://www.wizard101central.com/wiki/Spell:Luminous_Weaver|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Master Yan Kan Kook|60,000|[('10', 'Luminous Weaver'), ('100', 'Perfect Jade'), ('200', 'Ghost Fire'), ('100', 'Water Lily'), ('100', 'Fish Fin'), ('50', 'Scrap Iron'), ('50', 'Sunstone'), ('12', 'Amber')]
Ninja Piglets|http://www.wizard101central.com/wiki/Spell:Ninja_Piglets|Legendary Artisan Crafter|36:40|Card Crafting Station|Grady|12,000|[('10', 'Ninja Piglets'), ('120', 'Perfect Onyx'), ('200', 'Black Coal'), ('150', 'Black Lotus'), ('45', 'Cobalt'), ('225', 'Iron'), ('25', 'Blood Moss'), ('25', 'Amber')]
Ninja Pigs|http://www.wizard101central.com/wiki/Spell:Ninja_Pigs|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Master Yan Kan Kook|60,000|[('10', 'Ninja Pigs'), ('100', 'Perfect Peridot'), ('200', 'Ghost Fire'), ('40', 'Golden Pearl'), ('100', 'Leather Straps'), ('50', 'Spring'), ('50', 'Sunstone'), ('12', 'Amber')]
Pigsie|http://www.wizard101central.com/wiki/Spell:Pigsie|Legendary Artisan|36:40|Card Crafting Station|Grady|12,000|[('10', 'Pigsie'), ('120', 'Perfect Jade'), ('200', 'Citrine'), ('60', 'Shell'), ('50', 'Astral Shard'), ('150', 'Golden Pearl'), ('220', 'Kelp'), ('25', 'Amber')]
Queen Calypso (Spell)|http://www.wizard101central.com/wiki/Spell:Queen_Calypso|Legendary Artisan|036:40:00|Card Crafting Station|Grady|60,000|[('10', 'Queen Calypso'), ('120', 'Perfect Onyx'), ('200', 'Ghost Fire'), ('120', 'Blood Moss'), ('120', 'Bone'), ('60', 'Spring'), ('60', 'Sunstone'), ('18', 'Amber')]
Ratatoskrs Spin|http://www.wizard101central.com/wiki/Spell:Ratatoskr%27s_Spin|Legendary Artisan Crafter|036:40:00|Card Crafting Station|Grady|12,000|"[('10', ""Ratatoskr's Spin""), ('120', 'Peridot'), ('200', 'Black Coal'), ('150', 'Agave Nectar'), ('45', 'Nickel'), ('225', 'Iron'), ('25', 'Frost Flower'), ('25', 'Amber')]"
Samoorai|http://www.wizard101central.com/wiki/Spell:Samoorai|Legendary Artisan|036:40:00|Card Crafting Station|Master Yan Kan Kook|60,000|[('6', 'Samoorai'), ('100', 'Perfect Amethyst'), ('200', 'Ghost Fire'), ('100', 'Water Lily'), ('100', 'Bronze Gear'), ('50', 'Spring'), ('50', 'Sunstone'), ('12', 'Amber')]
Savage Paw|http://www.wizard101central.com/wiki/Spell:Savage_Paw|Legendary Artisan|036:40:00|Card Crafting Station|Grady|60,000|[('6', 'Savage Paw'), ('100', 'Perfect Ruby'), ('200', 'Ghost Fire'), ('50', 'Fossil'), ('25', 'Turquoise'), ('50', 'Scrap Iron'), ('25', 'Sunstone'), ('12', 'Amber')]
Winter Moon|http://www.wizard101central.com/wiki/Spell:Winter_Moon|Legendary Artisan|036:40:00|Card Crafting Station|Grady|60,000|[('6', 'Winter Moon'), ('100', 'Perfect Amethyst'), ('200', 'Ghost Fire'), ('50', 'Grendelweed'), ('25', 'Turquoise'), ('50', 'Scrap Iron'), ('25', 'Sunstone'), ('12', 'Amber')]
Accurate|http://www.wizard101central.com/wiki/TreasureCard:Accurate|Adept Crafter|000:04:00|Card Crafting Station|Avery Templeton|100|[('2', 'Black Coal'), ('4', 'Kelp'), ('3', 'Scrap Iron')]
Amplify|http://www.wizard101central.com/wiki/TreasureCard:Amplify|Adept Crafter|000:05:00|Card Crafting Station|Kimba Kalla|1,000|[('1', 'Perfect Jade'), ('2', 'Fish Fin'), ('5', 'Kelp'), ('5', 'Scrap Iron')]
Arcticzilla|http://www.wizard101central.com/wiki/TreasureCard:Arcticzilla|Novice Crafter|000:00:20|Deckathalon Crafting Station|Kara Runewright (Fire Tower)|Fire|[('1', 'Ice Bats'), ('2', 'Ice Rune'), ('1', 'Enhanced Ice Rune')]
Ash Bats|http://www.wizard101central.com/wiki/TreasureCard:Ash_Bats|Novice|000:00:20|Basic Crafting Station|Kara Runewright (Ice Tower)|Ice|[('1', 'Fire Cat'), ('2', 'Fire Rune')]
Avenging Fossil|http://www.wizard101central.com/wiki/TreasureCard:Avenging_Fossil|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('8', ""Hunter's Moonstone""), ('4', 'Spirit Moonstone'), ('2', 'Death Moonstone')]"
Balanceblade|http://www.wizard101central.com/wiki/TreasureCard:Balanceblade|Master Artisan|000:15:00|Card Crafting Station|Niles|2,000|[('1', 'Scarab'), ('1', 'Scorpion'), ('7', 'Citrine'), ('3', 'Black Coal'), ('4', 'Shadow Oil'), ('5', 'Black Lotus'), ('10', 'Ore'), ('3', 'Diamond')]
Balanceblade (Balance Deckathalon)|http://www.wizard101central.com/wiki/TreasureCard:Balanceblade|None|000:00:04|Treasure Tower Crafting Station|Kara Runewright (Balance Tower)|Balance|[('1', 'Balance Rune')]
Balanceblade (Beastmoon)|http://www.wizard101central.com/wiki/TreasureCard:Balanceblade|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('8', ""Hunter's Moonstone""), ('4', 'Balance Moonstone'), ('2', 'Harmonious Thread')]"
Balefrost|http://www.wizard101central.com/wiki/TreasureCard:Balefrost|Initiate Crafter|000:03:00|Card Crafting Station|Kelvin|400|[('1', 'Frost Beetle'), ('1', 'Snow Serpent'), ('1', 'Evil Snowman'), ('2', 'Shadow Oil'), ('8', 'Bone'), ('5', 'Parchment'), ('10', 'Mist Wood')]
Banshee|http://www.wizard101central.com/wiki/TreasureCard:Banshee|Apprentice Crafter|000:03:00|Card Crafting Station|Mortis|400|[('1', 'Ghoul'), ('2', 'Shadow Oil'), ('4', 'Stone Block'), ('8', 'Deep Mushroom')]
Banshee (Beastmoon)|http://www.wizard101central.com/wiki/TreasureCard:Banshee|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('2', ""Hunter's Moonstone"")]"
Black Cat|http://www.wizard101central.com/wiki/TreasureCard:Black_Cat|None|000:00:05|Treasure Tower Crafting Station|Kara Runewright (Life Tower)|Life|[('1', 'Death Rune')]
Blizzard|http://www.wizard101central.com/wiki/TreasureCard:Blizzard|Apprentice Crafter|000:05:00|Card Crafting Station|Kelvin|500|[('1', 'Evil Snowman'), ('1', 'Frost Beetle'), ('2', 'Sapphire'), ('1', 'Shadow Oil'), ('4', 'Parchment'), ('6', 'Spider Silk'), ('8', 'Ore')]
Blizzard (Deckathalon)|http://www.wizard101central.com/wiki/TreasureCard:Blizzard|None|000:00:10|Deckathalon Crafting Station|Kara Runewright (Fire Tower)|Fire|[('1', 'Ice Elf'), ('2', 'Ice Rune')]
Blood Bat|http://www.wizard101central.com/wiki/TreasureCard:Blood_Bat|Novice Crafter|000:01:00|Basic Crafting Station|Ivan|50|[('1', 'Peridot'), ('1', 'Black Coal'), ('4', 'Deep Mushroom'), ('2', 'Mist Wood')]
Buff Minion|http://www.wizard101central.com/wiki/TreasureCard:Buff_Minion|Adept Crafter|000:04:00|Basic Crafting Station|Ivan|150|[('1', 'Peridot'), ('6', 'Cat Tail'), ('4', 'Stone Block'), ('1', 'Black Pearl')]
Calm|http://www.wizard101central.com/wiki/TreasureCard:Calm|Adept Crafter|000:05:00|Basic Crafting Station|Blossom|300|[('2', 'Peridot'), ('4', 'Deep Mushroom'), ('6', 'Cat Tail')]
Cat Bandit|http://www.wizard101central.com/wiki/TreasureCard:Polymorph_Cat_Bandit|Adept Crafter|000:05:00|Card Crafting Station|Kimba Kalla|1,200|[('1', 'Kraken'), ('1', 'Perfect Amethyst'), ('1', 'Shadow Oil'), ('1', 'Aether'), ('5', 'Pearl'), ('3', 'Scrap Iron')]
Cat Thug|http://www.wizard101central.com/wiki/TreasureCard:Cat_Thug|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('4', ""Hunter's Moonstone""), ('2', 'Spirit Moonstone')]"
Catch of the Day|http://www.wizard101central.com/wiki/TreasureCard:Catch_of_the_Day_(290-340)|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Myth Tower)|Myth|[('2', 'Storm Shark'), ('2', 'Storm Rune'), ('1', 'Enhanced Storm Rune')]
Celestial Calendar|http://www.wizard101central.com/wiki/TreasureCard:Celestial_Calendar|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|[('1', 'Legendary Treant (290-340)'), ('2', 'Enhanced Myth Rune'), ('1', 'Superior Myth Rune')]
Centaur|http://www.wizard101central.com/wiki/TreasureCard:Centaur|Adept Crafter|000:10:00|Card Crafting Station|Blossom|1,200|[('2', 'Seraph'), ('1', 'Ghost Fire'), ('1', 'Ruby'), ('1', 'Black Coal'), ('8', 'Black Lotus'), ('2', 'Ancient Scroll'), ('12', 'Ore')]
Chimenea|http://www.wizard101central.com/wiki/TreasureCard:Chimenea|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|[('1', 'Jacques'), ('2', 'Myth Rune'), ('1', 'Enhanced Myth Rune')]
Chimera|http://www.wizard101central.com/wiki/TreasureCard:Chimera|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('8', ""Hunter's Moonstone""), ('4', 'Balance Moonstone'), ('2', 'Harmonious Thread')]"
Cleanse Charm|http://www.wizard101central.com/wiki/TreasureCard:Cleanse_Charm|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Fire Tower)|Fire|[('3', 'Myth Rune'), ('2', 'Life Rune'), ('1', 'Enhanced Storm Rune')]
Cleanse Ward|http://www.wizard101central.com/wiki/TreasureCard:Cleanse_Ward|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Fire Tower)|Fire|[('1', 'Myth Rune'), ('1', 'Ice Rune'), ('1', 'Enhanced Ice Rune')]
Cloak (Sun)|http://www.wizard101central.com/wiki/TreasureCard:Cloak_(Sun)|Grandmaster Artisan|000:12:00|Card Crafting Station|Kimba Kalla|1,000|[('1', 'Perfect Sapphire'), ('3', 'Scales'), ('2', 'Golden Pearl'), ('5', 'Pearl')]
Colossus|http://www.wizard101central.com/wiki/TreasureCard:Colossus|Adept Crafter|000:10:00|Card Crafting Station|Kelvin|1,200|[('1', 'Blizzard'), ('1', 'Ghost Fire'), ('1', 'Sapphire'), ('1', 'Black Coal'), ('8', 'Black Lotus'), ('2', 'Parchment'), ('12', 'Deep Mushroom')]
Conviction|http://www.wizard101central.com/wiki/TreasureCard:Conviction|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Myth Tower)|Myth|[('2', 'Myth Rune'), ('1', 'Balance Rune')]
Cyclops|http://www.wizard101central.com/wiki/TreasureCard:Cyclops|Apprentice Crafter|000:03:00|Card Crafting Station|Ivan|400|[('1', 'Troll'), ('2', 'Shadow Oil'), ('4', 'Stone Block'), ('9', 'Cat Tail')]
Cyclops Minion|http://www.wizard101central.com/wiki/TreasureCard:Cyclops_Minion|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|[('1', 'Troll Minion'), ('1', 'Myth Rune'), ('1', 'Enhanced Myth Rune')]
Dark Pact|http://www.wizard101central.com/wiki/TreasureCard:Dark_Pact|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Balance Tower)|Balance|[('1', 'Death Rune'), ('2', 'Enhanced Death Rune')]
Dark Sprite|http://www.wizard101central.com/wiki/TreasureCard:Dark_Sprite|Novice Crafter|000:01:00|Basic Crafting Station|Mortis|50|[('1', 'Onyx'), ('1', 'Black Coal'), ('3', 'Bone'), ('2', 'Mist Wood')]
Darkwind|http://www.wizard101central.com/wiki/TreasureCard:Darkwind|Initiate Crafter|000:03:00|Card Crafting Station|Torrence|400|[('1', 'Thunder Snake'), ('1', 'Lightning Bats'), ('1', 'Storm Shark'), ('1', 'Shadow Oil'), ('8', 'Ectoplasm'), ('5', 'Parchment'), ('10', 'Cat Tail')]
Deadly Minotaur|http://www.wizard101central.com/wiki/TreasureCard:Deadly_Minotaur|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Life Tower)|Life|[('1', 'Meowiarty (Attack)'), ('2', 'Death Rune'), ('2', 'Enhanced Death Rune')]
Death Helephant|http://www.wizard101central.com/wiki/TreasureCard:Death_Helephant_(250-300)|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Life Tower)|Life|[('1', 'Weakness'), ('5', 'Death Rune'), ('2', 'Enhanced Death Rune'), ('1', 'Superior Death Rune')]
Death Shield|http://www.wizard101central.com/wiki/TreasureCard:Death_Shield|Apprentice Crafter|000:01:00|Basic Crafting Station|Mortis|150|[('1', 'Onyx'), ('2', 'Stone Block'), ('2', 'Leather Straps')]
Death Shield (Any School)|http://www.wizard101central.com/wiki/TreasureCard:Death_Shield|None|000:00:05|Basic Crafting Station|Kara Runewright (Death Tower)|Death|[('1', 'Death Rune')]
Death Trap|http://www.wizard101central.com/wiki/TreasureCard:Death_Trap|Initiate Crafter|000:05:00|Card Crafting Station|Mortis|350|[('1', 'Dark Sprite'), ('1', 'Shadow Oil'), ('1', 'Jade'), ('6', 'Red Mandrake'), ('6', 'Scrap Iron')]
Death Trap (Beastmoon)|http://www.wizard101central.com/wiki/TreasureCard:Death_Trap|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('4', ""Hunter's Moonstone""), ('2', 'Spirit Moonstone')]"
